objectid,NTA,Neighborhood,Borough,Postcode,Restaurant Name,Business Address,Bulding Number,Street,globalid,Seating Interest (Sidewalk/Roadway/Both),Legal Business Name,Doing Business As (DBA),Food Service Establishment Permit #,Sidewalk Dimensions (Length),Sidewalk Dimensions (Width),Sidewalk Dimensions (Area),Roadway Dimensions (Length),Roadway Dimensions (Width),Roadway Dimensions (Area),Approved for Sidewalk Seating,Approved for Roadway Seating,Qualify Alcohol,SLA Serial Number,SLA License Type,Landmark District or Building,landmarkDistrict_terms,healthCompliance_terms,Time of Submission,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,Zip Code,Neighborhood 2
3828,Clinton,Clinton,Manhattan,10019,SaccoPizza,"819 9 ave, Manhattan, NY",1902-03-29T00:00:00.000,9 ave,{619c9c53-1941-4425-852f-ee850d11da48},sidewalk,SaccoPizza,SaccoPizza,40389114,14,13,182,,,,yes,no,no,,,no,,yes,6/22/2020,40.766128,-73.987033,104,3,139,1026794,1010640030,,
3832,Clinton,Clinton,Manhattan,10036,Room Service,"690 9TH AVE, Manhattan, NY",1901-11-20T00:00:00.000,9TH AVE,{aa965f95-5eff-464a-8836-37bef8db714d},sidewalk,AHMN INC,ROOM SERVICE,50015344,18,5,90,,,,yes,no,yes,1217588,OP,no,,yes,6/22/2020,40.761918,-73.99008,104,3,127,1025085,1010380004,,
3843,Clinton,Clinton,Manhattan,10036,Puhung,"658  9 avenue , Manhattan, NY",1901-10-19T00:00:00.000,9 avenue,{4252490b-4334-4fcf-81b7-c704dcd7bc5f},sidewalk,Puhung Corp,Puhung Corp,50090261,60,7,420,,,,yes,no,yes,1276566,RW,no,,yes,6/22/2020,40.760848,-73.990853,104,3,121,1025029,1010360061,,
3845,Clinton,Clinton,Manhattan,10019,The Jin,"856 10th Ave, Manhattan, NY",1902-05-05T00:00:00.000,10th Ave,{e5e51db7-f2ef-4a18-891e-b60087781928},sidewalk,Beakon Capital Corp,The Jin,APP-2018-0017688,15,15,225,,,,yes,no,yes,1314346,RW,no,,yes,6/22/2020,40.768642,-73.988892,104,3,139,1026877,1010660103,,
3876,Clinton,Clinton,Manhattan,10036,Mr Biggs,"596 10th Ave, Manhattan, NY",1901-08-18T00:00:00.000,10th Ave,{4d4583e5-559a-4b3a-8ecc-8fec1ade9f43},both,Mr Biggs Grill & Bar Inc,Mr Biggs,41455044,32,8,256,14,8,112,yes,yes,yes,1233388,OP,no,,yes,6/22/2020,40.760392,-73.994903,104,3,121,1026343,1010530001,,
3881,Clinton,Clinton,Manhattan,10036,5 Napkin  Burger,"630  9th Avenue, Manhattan, NY",1901-09-21T00:00:00.000,9th Avenue,{becf47fd-4ea6-4103-8880-44913119c98e},sidewalk,La Scala Restaurant LLC,5 Napkin Burger,41313395,88,15,1320,,,,yes,no,yes,1202076,OP,no,,yes,6/22/2020,40.760038,-73.991449,104,3,121,1024982,1010350001,,
3895,Clinton,Clinton,Manhattan,10036,XOXO NYC Corp,"336 West 46th Street, Manhattan, NY",1900-12-01T00:00:00.000,West 46th Street,{cd7ddf7b-9025-474b-8da4-9be104ed8872},both,XOXO NYC Corp,XOXO NYC Corp,50099350,7,14,98,9,14,126,yes,yes,yes,1322033,OP,no,,yes,6/22/2020,40.760274,-73.989084,104,3,121,1025019,1010360048,,
3908,Clinton,Clinton,Manhattan,10019,Mickey Spillane's,"350 West 49th Street, Manhattan, NY",1900-12-15T00:00:00.000,West 49th Street,{1ac66861-84fe-4d04-8ba8-20cb6a88162b},both,Aura LLC,Mickey Spillane's,41647682,32,7,224,32,8,256,yes,yes,yes,1261080,OP,no,,yes,6/22/2020,40.762736,-73.989131,104,3,127,1025163,1010390061,,
3915,Clinton,Clinton,Manhattan,11106,Dutch Fred's,"307  W 47th Street, Manhattan, NY",1900-11-02T00:00:00.000,W 47th Street,{8e623c4e-9e7d-4823-84d0-74c29275c205},both,Dutch Fred's,Dutch Fred's,50047780,65,7,455,41,8,328,yes,yes,yes,916123,OP,no,,yes,6/22/2020,40.760644,-73.988016,104,3,127,1025099,1010380028,,
3926,Clinton,Clinton,Manhattan,10019,DBL,"667 10th Ave, Manhattan, NY",1901-10-28T00:00:00.000,10th Ave,{a5a2b8a3-69e0-43f0-8b42-e08ebf1e00bb},both,667 Tenth Avenue Corp,DBL,41655185,42,6,252,42,8,336,yes,yes,yes,1261544,OP,no,,yes,6/22/2020,40.762698,-73.993257,104,3,129,1026971,1010750036,,
4031,Clinton,Clinton,Manhattan,10019,Mentoku,"744 9TH AVE FRNT 1, Manhattan, NY",1902-01-13T00:00:00.000,9TH AVE FRNT 1,{58cb6d47-f1e0-4097-8565-cbf11d1bf64f},sidewalk,Akanoren INC,Akanoren INC,REN-2019-0251992,6,6,36,,,,yes,no,yes,1288135,RW,yes,yes,yes,6/22/2020,40.763625,-73.988835,104,3,133,1025170,1010410002,,
4052,Clinton,Clinton,Manhattan,10019,Bareburger,"313 West 57th Street , Manhattan, NY",1900-11-08T00:00:00.000,West 57th Street,{479B3FE6-490A-4B1B-8F55-74E3C936E5FE},both,BB 57 LLC,BB 57 LLC,50036672,25,19,475,25,8,200,yes,yes,yes,1285060,OP,no,,yes,6/22/2020,40.767006,-73.983542,104,3,139,1026050,1010480025,,
4080,Clinton,Clinton,Manhattan,10018,mercato,"352 west 39th street, Manhattan, NY",1900-12-17T00:00:00.000,west 39th street,{E954351D-D454-4F2B-8509-EBD622C81CBF},both,tamburi trattoria ltd,mercato,41401730,20,2,40,20,8,160,yes,yes,yes,1226604,OP,no,,yes,6/22/2020,40.755948,-73.992666,104,3,115,1013653,1007620068,,
4099,Clinton,Clinton,Manhattan,10036,Bareburger,"366 West 46 Street , Manhattan, NY",1900-12-31T00:00:00.000,West 46 Street,{487E0753-4958-48F8-87BE-A9AD934A361B},roadway,Bare City Three LLC,Bareburger,41564382,,,,19,8,152,no,yes,yes,1251903,OP,no,,yes,6/22/2020,40.760532,-73.989691,104,3,121,1025034,1010360159,,
4135,Clinton,Clinton,Manhattan,10019,Crispin’s,"764 10th Ave, Manhattan, NY",1902-02-02T00:00:00.000,10th Ave,{E745390A-BB27-4740-8059-B992A4205D44},both,Crispin’s LLC,Crispin’s,Application submitted more than 30 days ago,36,14,504,16,8,128,yes,yes,yes,1324465,OP,no,,yes,6/23/2020,40.765837,-73.990935,104,3,133,1026733,1010610061,,
4170,Clinton,Clinton,Manhattan,10019,Atlas Social Club,"753 9th Avenue, Manhattan, NY",1902-01-22T00:00:00.000,9th Avenue,{DA8BF3AE-461D-412E-8FEB-E35C45A0F1F7},sidewalk,Oxido Corp.,Atlas Social Club,50001914,17,16,272,,,,yes,no,yes,1271658,OP,no,,yes,6/23/2020,40.76391,-73.988654,104,3,133,1026689,1010600035,,
4207,Clinton,Clinton,Manhattan,10036,Cantina,"605 W48th street, Manhattan, NY",605,W48th street,{AE0FD150-A2BC-4777-826F-B4D552E8B442},both,Zlive,Cantina,41691166,74,5,370,74,6,444,yes,yes,yes,1264894,OP,no,,yes,6/23/2020,40.764789,-73.995903,104,3,129,1027129,1010960026,,
4214,Clinton,Clinton,Manhattan,10019,As Is NYC,"734  10th Avenue , Manhattan, NY",734,10th Avenue,{84E82698-8AD0-4CEC-828A-01198718DD1E},both,71 Worth LLC,As Is NYC,50040181,26,7,182,18,8,144,yes,yes,yes,1282387,OP,no,,yes,6/23/2020,40.764775,-73.991712,104,3,133,1026666,1010600001,,
4215,Clinton,Clinton,Manhattan,10019,Bocca di Bacco,"828 9th Avenue, Manhattan, NY",828,9th Avenue,{D7A92E78-092F-4481-8885-42CCC7F748EC},both,Bacco 828 9th Ave Corp,Bacco 828 9th Ave Corp,41292678,25,8,200,25,8,200,yes,yes,yes,1195303,OP,no,,yes,6/23/2020,40.766257,-73.986914,104,3,139,1025405,1010450003,,
4221,Clinton,Clinton,Manhattan,10036,Bocca di Bacco,"635 9th Avenue, Manhattan, NY",635,9th Avenue,{2A498A5D-D4FA-47FB-85CB-1616D1FE8BE1},both,Ninth Avenue Tomato Inc,Ninth Avenue Tomato Inc,40569633,25,8,200,25,8,200,yes,yes,yes,1027876,OP,no,,yes,6/23/2020,40.760156,-73.991387,104,3,121,1026419,1010540034,,
4240,Clinton,Clinton,Manhattan,10036,Iron bar Hell’s Kitchen,"713 8th Avenue , Manhattan, NY",713,8th Avenue,{568621EF-CE76-4688-80C7-A7DAD5CF8A33},both,Times Square Retail llc,Ironbar Hell’s Kitchen,5001977,150,6,900,150,6,900,yes,yes,yes,1266255,OP,no,,yes,6/23/2020,40.759011,-73.988514,104,3,121,1024992,1010350036,,
4252,Clinton,Clinton,Manhattan,10036,Ilforno,"713 8th ave, Manhattan, NY",713,8th ave,{4548B991-FE7E-4803-80C9-294AD92D9B5C},both,Times Square Retail llc,Il forno Hell’s Kitchen,50001977,15,5,75,15,5,75,yes,yes,yes,1266256,OP,no,,yes,6/23/2020,40.759011,-73.988514,104,3,121,1024992,1010350036,,
4274,Clinton,Clinton,Manhattan,10019,Pick A Bagel,"891  8th Avenue, Manhattan, NY",891,8th Avenue,{6720BF63-F143-48FF-87A4-7463CB1A0F3B},sidewalk,891 8th Avenue Bagel LLC,Pick A Bagel,41487247,31,14,434,,,,yes,no,no,,,no,,yes,6/23/2020,40.764267,-73.984676,104,3,133,1025400,1010447501,,
4344,Clinton,Clinton,Manhattan,10018,Capizzi,"547  9th avenue , Manhattan, NY",547,9th avenue,{725C4FED-AD82-47E7-83FA-56BB8D36F6B7},both,West end Pizza inc,Capizzi,41388629,13,6,78,13,8,104,yes,yes,yes,1219660,RW,no,,yes,6/23/2020,40.757365,-73.993416,104,3,115,1089488,1010500029,,
4373,Clinton,Clinton,Manhattan,10018,Capizzi,"545 9th Avenue, Manhattan, NY",545,9th Avenue,{9DB01281-2F84-487E-823E-F226616A41EF},both,west end pizza inc,west end pizza inc,41388629,12,6,72,12,8,96,yes,yes,yes,1219660,RW,no,,yes,6/23/2020,40.757304,-73.993459,104,3,115,1083736,1010500029,,
4385,Clinton,Clinton,Manhattan,10036,Erminia Restaurant Corporation,"359-361  West 46 St, Manhattan, NY",359-361,West 46 St,{2E8EAE1C-E1C1-4D70-83FD-28B925859AAF},roadway,Erminia Restaurant Corporation,Lattanzi Restaurant,40385580,,,,33,8,264,no,yes,yes,1027795,OP,no,,yes,6/23/2020,40.760477,-73.989521,104,3,127,1025044,1010370007,,
4386,Clinton,Clinton,Manhattan,10019,Posh,"405  W. 51st Street, Manhattan, NY",405,W. 51st Street,{57C77E66-9C54-4660-890D-027B0E7DFB9E},both,Two Big Boys Inc.,Posh,40798867,17,5,85,17,8,136,yes,yes,yes,B0902199,OP,no,,yes,6/23/2020,40.764333,-73.988997,104,3,133,1026737,1010610129,,
4423,Clinton,Clinton,Manhattan,10019,Red Poke,"885 8th ave, Manhattan, NY",885,8th ave,{3B773B46-99F1-484D-8111-A615ED2F224B},sidewalk,PCPR CORP,PCPR CORP,50083000,24,5,120,,,,yes,no,no,,,no,,yes,6/23/2020,40.763984,-73.984882,104,3,133,1025323,1010437502,,
4430,Clinton,Clinton,Manhattan,10036,Red Poke,"600 9th ave, Manhattan, NY",600,9th ave,{48AB6097-8EF1-4169-80D8-EC75F8D0A732},sidewalk,600 Bakery Cafe Corp,600 Bakery Cafe Corp,50059700,24,5,120,,,,yes,no,no,,,no,,yes,6/23/2020,40.759,-73.992203,104,3,121,1088997,1010330001,,
4453,Clinton,Clinton,Manhattan,10036,Frankie and Johnnie’s Steakhouse,"320 West 46th Street , Manhattan, NY",320 West,46th Street,{3024FF91-C6FA-4403-8F29-EC4915FECB1A},both,"Three And One Group, LLC",Frankie and Johnnie’s Steakhouse,50059199,30,14,420,30,8,240,yes,yes,yes,1298536,OP,no,,yes,6/23/2020,40.760136,-73.988759,104,3,121,1025014,1010360041,,
4522,Clinton,Clinton,Manhattan,10018,BuenaVista Restaurant & Bar,"536 9th avenue, Manhattan, NY",536,9th avenue,{F2E3107E-2B2C-4F63-8BB6-96E4427F3B97},both,CAA 536 9th ave corp.,CAA 536 9th ave corp.,50081485,15,15,225,15,8,120,yes,yes,yes,1307047,OP,no,,yes,6/23/2020,40.756904,-73.993727,104,3,115,1013698,1007630076,,
4583,Clinton,Clinton,Manhattan,10036,Sangria 46,"338 W. 46th Street, Manhattan, NY",338,W. 46th Street,{AB5CCCF2-5DAA-4321-80EC-B2ECF93F8048},both,"Janda Latino 46, LLC",Sangria 46,41661506,9,5,45,20,8,160,yes,yes,yes,1264015,OP,no,,yes,6/23/2020,40.76029,-73.989124,104,3,121,1082452,1010360149,,
4595,Clinton,Clinton,Manhattan,10036,Hell's Kitchenette,"375 west 48th street, Manhattan, NY",375,west 48th street,{25099BFB-EEF8-44AE-83EC-CAD0A809F5CA},sidewalk,"Hell's Kitchenette, Corp.","Hell's Kitchenette, Corp.",50087951,34,6,204,,,,yes,no,no,,,no,,yes,6/23/2020,40.761857,-73.988943,104,3,127,1025125,1010390001,,
4671,Clinton,Clinton,Manhattan,10036,Queen of Sheba Ethiopian restaurant,"650  10th ave, Manhattan, NY",650,10th ave,{1544767D-17FE-4298-80B3-C99274097473},both,Sheba Ethiopian Restaurant,Sheba Ethiopian Restaurant,40813634,10,10,100,8,8,64,yes,yes,yes,1114379,OP,no,,yes,6/23/2020,40.762031,-73.993708,104,3,121,1026473,1010550062,,
4766,Clinton,Clinton,Manhattan,10019,Haru,"859 9th Avenue, Manhattan, NY",859,9th Avenue,{2AAB0487-4030-4EF7-8F8C-DDF876531994},sidewalk,Haru Hells Kitchen Corp,Haru,50055621,57,32,1824,,,,yes,no,yes,1288552,OP,no,,yes,6/24/2020,40.767108,-73.986314,104,3,139,1026849,1010650036,,
4771,Clinton,Clinton,Manhattan,10019,The Green Door Bar,"600 West 57th Street, Manhattan, NY",600 West,57th Street,{18A98BC9-440F-4631-8EC7-20B64E1A73FC},both,Shannons Green Door Inc,The Green Door,41628876,18,36,648,36,8,288,yes,yes,yes,1256361,OP,no,,yes,6/24/2020,40.770366,-73.991548,104,6,135,1027167,1011040036,,
4812,Clinton,Clinton,Manhattan,10036,PureKtchn,"352  West 46th St., Manhattan, NY",352,West 46th St.,{F207521D-FDB9-4F4D-8661-2D2584F51627},sidewalk,H&L Pure Kitchen,PureKtchn,50054365,15,4,60,,,,yes,no,no,,,no,,yes,6/24/2020,40.760411,-73.989409,104,3,121,1025024,1010360054,,
4817,Clinton,Clinton,Manhattan,10019,ABA TURKISH RESTAURANT,"325 W 57TH STREET, Manhattan, NY",325,W 57TH STREET,{37BD12D8-9AA8-4701-8862-CE8A113C66C7},roadway,"ABA TURKISH RESTAURANT, LLC","ABA TURKISH RESTAURANT, LLC",41548686,,,,20,8,160,no,yes,no,,,no,,yes,6/24/2020,40.767107,-73.983783,104,3,139,1026049,1010480019,,
4862,Clinton,Clinton,Manhattan,10018,Angelina Bakery,"575 Eighth Avenue, Manhattan, NY",1901-07-28T00:00:00.000,Eighth Avenue,{A8D93DAF-FFD4-4AEE-887D-B2FE377B8BC1},both,Angelina 578 8 Corp,Angelina Bakery,50088737,75,4,300,75,8,600,yes,yes,no,,,no,,yes,6/24/2020,40.754952,-73.991467,104,3,115,1013644,1007620033,,
4866,Clinton,Clinton,Manhattan,10019,Rojas Food Services LLC,"820 10th Ave, Manhattan, NY",1902-03-30T00:00:00.000,10th Ave,{76542AF9-951A-474C-85A1-E78DB613640D},both,Rojas Food Services LLC,Inti N.Y.C,41436204,20,46,920,20,8,160,yes,yes,yes,1276789,OP,no,,yes,6/24/2020,40.767473,-73.989744,104,3,139,1026810,1010640064,,
4916,Clinton,Clinton,Manhattan,10019,The Harrow New York,"720 10th Avenue, Manhattan, NY",1901-12-20T00:00:00.000,10th Avenue,{784a405b-6370-4083-843b-831e4f47fd70},sidewalk,The Harrow New York,The Harrow New York,50075069,14,12,168,,,,yes,no,yes,1305165,OP,no,,yes,6/24/2020,40.764366,-73.992004,104,3,127,1026641,1010590003,,
4959,Clinton,Clinton,Manhattan,10036,The House of Brews,"363 West 46th Street, Manhattan, NY",1900-12-28T00:00:00.000,West 46th Street,{C0DEF547-1809-4622-8887-EE60D95D6653},both,363 West 46th Street Tavern Inc,The House of Brews,41020286,17,8,136,17,8,136,yes,yes,yes,1148229,OP,no,,yes,6/24/2020,40.76051,-73.9896,104,3,127,1025043,1010370006,,
4997,Clinton,Clinton,Manhattan,10019,Melt Shop,"877 8th Ave, Manhattan, NY",1902-05-26T00:00:00.000,8th Ave,{7B848703-A49D-4B8C-8865-E8AE6A454E8D},sidewalk,"MS W52nd, LLC",Melt Shop,50014853,15,3,45,,,,yes,no,yes,1279825,RW,no,,yes,6/24/2020,40.763789,-73.985026,104,3,133,1025257,1010437501,,
5055,Clinton,Clinton,Manhattan,10019,gardenia terrace,"826  10th avenue , Manhattan, NY",1902-04-05T00:00:00.000,10th avenue,{B08C864F-9B09-4DB6-8136-70D54667F538},both,catered by pergola llc,gardenia terrace,50084702,12,50,600,40,8,320,yes,yes,yes,907681,OP,no,,yes,6/24/2020,40.767621,-73.989635,104,3,139,1026807,1010640061,,
5056,Clinton,Clinton,Manhattan,10019,VIV Thai Restaurant,"717 9 Avenue, Manhattan, NY",1901-12-17T00:00:00.000,9 Avenue,{A92549A5-87A7-48CF-8DF9-D2C6C8087204},sidewalk,RHUNGRUENG INC,VIV Thai Restaurant,50076740,20,4,80,,,,yes,no,yes,1309255,OP,no,,yes,6/24/2020,40.762719,-73.989524,104,3,127,1026607,1010580035,,
5081,Clinton,Clinton,Manhattan,10019,Aqua Boil,"750 9th Avenue, Manhattan, NY",1902-01-19T00:00:00.000,9th Avenue,{BA4AD8F2-E77B-4830-80AB-2F9BD246554B},sidewalk,Hell's kitchen Thai Inc,Aqua Boil,50039363,21,4,84,,,,yes,no,yes,1300696,OP,no,,yes,6/24/2020,40.76377,-73.98873,104,3,133,1025190,1010410064,,
5133,Clinton,Clinton,Manhattan,10036,Elsayed $ LLC,"416  W 46th Street, Manhattan, NY",1901-02-19T00:00:00.000,W 46th Street,{F2BCEEB0-705E-4836-8BB2-94725284F332},both,Elsayed 4 LLC,Horus Too,41397330,20,16,320,20,8,160,yes,yes,yes,1221792,RW,no,,yes,6/24/2020,40.7613,-73.991521,104,3,121,1083779,1010550043,,
